# text	intent	autonomy	objective	drone_role	codegen_focus	intel_focus	mission_style
Operator directive 11873: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 83.174.0.0/24 with mapper drones.	set_target	enforce	find credentials	mapper	ai_prompt_chains	mission_forensics	resilient
Operator directive 11874: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 84.177.0.0/24 with harvester drones.	set_objective	observe	identify domain controller	harvester	python_payloads	host_discovery	adaptive
Operator directive 11875: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 85.180.0.0/24 with flanker drones.	adjust_autonomy	contain	enumerate exposed services	flanker	yaml_playbooks	credential_intel	stealth
Operator directive 11876: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 86.183.0.0/24 with watchdog drones.	query_status	enforce	secure mission corridor	watchdog	typescript_operator_ui	network_topology	aggressive
Operator directive 11877: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 87.186.0.0/24 with striker drones.	resume_campaign	observe	track lateral movement	striker	rule_signatures	anomaly_correlation	balanced
Operator directive 11878: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 88.189.0.0/24 with encircler drones.	pause_campaign	contain	build drone code modules	encircler	infra_automation	threat_hypothesis	resilient
Operator directive 11879: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 89.192.0.0/24 with scout drones.	abort_campaign	enforce	generate payload templates	scout	ai_prompt_chains	mission_forensics	adaptive
Operator directive 11880: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 90.195.0.0/24 with mapper drones.	deploy_agent	observe	map network	mapper	python_payloads	host_discovery	stealth
Operator directive 11881: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 91.198.0.0/24 with harvester drones.	set_target	contain	find credentials	harvester	yaml_playbooks	credential_intel	aggressive
Operator directive 11882: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 92.201.0.0/24 with flanker drones.	set_objective	enforce	identify domain controller	flanker	typescript_operator_ui	network_topology	balanced
Operator directive 11883: initiate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 93.204.0.0/24 with watchdog drones.	adjust_autonomy	observe	enumerate exposed services	watchdog	rule_signatures	anomaly_correlation	resilient
Operator directive 11884: start Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 94.207.0.0/24 with striker drones.	query_status	contain	secure mission corridor	striker	infra_automation	threat_hypothesis	adaptive
Operator directive 11885: activate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 95.210.0.0/24 with encircler drones.	resume_campaign	enforce	track lateral movement	encircler	ai_prompt_chains	mission_forensics	stealth
Operator directive 11886: deploy Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 96.213.0.0/24 with scout drones.	pause_campaign	observe	build drone code modules	scout	python_payloads	host_discovery	aggressive
Operator directive 11887: launch Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 97.216.0.0/24 with mapper drones.	abort_campaign	contain	generate payload templates	mapper	yaml_playbooks	credential_intel	balanced
Operator directive 11888: dispatch Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 98.219.0.0/24 with harvester drones.	deploy_agent	enforce	map network	harvester	typescript_operator_ui	network_topology	resilient
Operator directive 11889: initiate Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 99.222.0.0/24 with flanker drones.	set_target	observe	find credentials	flanker	rule_signatures	anomaly_correlation	adaptive
Operator directive 11890: start Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 100.225.0.0/24 with watchdog drones.	set_objective	contain	identify domain controller	watchdog	infra_automation	threat_hypothesis	stealth
Operator directive 11891: activate Hannibal to resolve ambiguous directives, rapid modular drone building, test-first code generation, hypothesis intelligence, and mission conduct safety on segment 101.228.0.0/24 with striker drones.	adjust_autonomy	enforce	enumerate exposed services	striker	ai_prompt_chains	mission_forensics	aggressive
Operator directive 11892: deploy Hannibal to improve english understanding, custom drone building, python code generation, telemetry intelligence, and mission conduct discipline on segment 102.231.0.0/24 with encircler drones.	query_status	observe	secure mission corridor	encircler	python_payloads	host_discovery	balanced
Operator directive 11893: launch Hannibal to repair operator grammar, sensor fusion drone building, typed code generation, forensic intelligence, and mission conduct resilience on segment 103.234.0.0/24 with scout drones.	resume_campaign	contain	track lateral movement	scout	yaml_playbooks	credential_intel	resilient
Operator directive 11894: dispatch Hannibal to expand mission vocabulary, power-aware drone building, template code generation, signal intelligence, and mission conduct adaptability on segment 104.237.0.0/24 with mapper drones.	pause_campaign	enforce	build drone code modules	mapper	typescript_operator_ui	network_topology	adaptive
